Species	Status
Protopelicanus_cuvierii	extinct
Protoplotus_beauforti	extinct
Protopteryx_fengningensis	extinct
Protorhea_azarae	extinct
Protostrigidae	extinct
Protostrix_californiensis	extinct
Protostrix_leptosteus	extinct
Protostrix_saurodosis	extinct
Pseudaptenodytes	extinct
Pseudaptenodytes_macraei	extinct
Pseudocepphus_teres	extinct
Pseudocrypturus_cercanaxius	extinct
Pseudodontornis_tenuirostris	extinct
Pseudospheniscus_concavus	extinct
Pseudotetrasauropus	extinct
Pseudotetrasauropus_bipedoida	extinct
Pseudotrisauropus_subengensis	extinct
Psilopteridae	extinct
Psilopterus_bachmanni	extinct
Psilopterus_colzecus	extinct
Psilopterus_lemoinei	extinct
Psittacidae	extinct
Psittaciformes	extinct
Psittacosauridae	extinct
Psittacosaurus	extinct
Psittacosaurus_gobiensis	extinct
Psittacosaurus_lujiatunensis	extinct
Psittacosaurus_major	extinct
Psittacosaurus_meileyingensis	extinct
Psittacosaurus_mongoliensis	extinct
Psittacosaurus_neimongoliensis	extinct
Psittacosaurus_sibiricus	extinct
Psittacosaurus_sinensis	extinct
Psittacosaurus_xinjiangensis	extinct
Ptaiochen_pau	extinct
Pterodroma	extinct
Pterodroma_cahow	extinct
Pterodroma_hypoleuca	extinct
Pterodroma_inexpectata	extinct
Pterodroma_jugabilis	extinct
Pterodroma_lessonii	extinct
Pterodroma_phaeopygia	extinct
Pterodroma_rupinarum	extinct
Pterodromoides_minoricensis	extinct
Ptilonorhynchus_violaceus	extinct
Ptychoramphus_aleuticus	extinct
Puertasaurus_reuili	extinct
Puffinus	extinct
Puffinus_barnesi	extinct
Puffinus_calhouni	extinct
Puffinus_conradi	extinct
Puffinus_diatomicus	extinct
Puffinus_felthami	extinct
Puffinus_gavia	extinct
Puffinus_gilmorei	extinct
Puffinus_gravis	extinct
Puffinus_griseus	extinct
Puffinus_holeae	extinct
Puffinus_inceptor	extinct
Puffinus_kanakoffi	extinct
Puffinus_lherminieri	extinct
Puffinus_micraulax	extinct
Puffinus_mitchelli	extinct
Puffinus_nestori	extinct
Puffinus_opisthomelas	extinct
Puffinus_pacificoides	extinct
Puffinus_pacificus	extinct
Puffinus_priscus	extinct
Puffinus_puffinus	extinct
Puffinus_spelaeus	extinct
Puffinus_tedfordi	extinct
Puffinus_tenuirostris	extinct
Pulanesaura_eocollum	extinct
Pullornipes_aureus	extinct
Pycnonemosaurus	extinct
Pygoscelis	extinct
Pygoscelis_calderensis	extinct
Pygoscelis_grandis	extinct
Pygoscelis_papua	extinct
Pygoscelis_tyreei	extinct
Pyroraptor_olympius	extinct
Pyrrhocorax	extinct
Pyrrhocorax_graculus	extinct
Qantassaurus_intrepidus	extinct
Qianshanornis_rapax	extinct
Qianzhousaurus_sinensis	extinct
Qiaowanlong_kangxii	extinct
Qijianglong_guokr	extinct
Qiliania_graffini	extinct
Qingxiusaurus_youjiangensis	extinct
Qinornis_paleocenica	extinct
Qiupalong_henanensis	extinct
Qiyunshanpus	extinct
Qomoqomosauropus_acutus	extinct
Quaesitosaurus_orientalis	extinct
Quercyrallus_ludianus	extinct
Querquedula	extinct
Querquedula_floridiana	extinct
Querquedula_integra	extinct
Querquedula_pullulans	extinct
Quetecsaurus_rusconii	extinct
Quilmesaurus	extinct
Quiscalus	extinct
Quiscalus_major	extinct
Quiscalus_mexicanus	extinct
Quiscalus_quiscula	extinct
Rahiolisaurus_gujaratensis	extinct
Rahonavis_ostromi	extinct
Rajasaurus_narmadensis	extinct
Rallidae	extinct
Rallinae	extinct
Rallus	extinct
Rallus_elegans	extinct
Rallus_hodgeni	extinct
Rallus_limicola	extinct
Rallus_longirostris	extinct
Rallus_philippensis	extinct
Rallus_recessus	extinct
Ramphastosula_aguierrei	extinct
Ramphastosula_ramirezi	extinct
Rapator_ornitholestoides	extinct
Rapaxavis_pani	extinct
Rapetosaurus_krausei	extinct
Raphus_cucullatus	extinct
Raptorex_kriegsteini	extinct
Ratchasimasaurus_suranareae	extinct
Ratitae	extinct
Ravatichnus_kotshnevi	extinct
Ravatosauropus_rozhdestvenkyi	extinct
Rayososaurus_agrioensis	extinct
Rebbachisauridae	extinct
Rebbachisaurus	extinct
Rebbachisaurus_garasbae	extinct
Recurvirostra	extinct
Remiornis	extinct
Remiornis_heberti	extinct
Reticuloolithus_hirschi	extinct
Rhabdodon	extinct
Rhabdodon_priscus	extinct
Rhabdodon_septimanicus	extinct
Rhabdodon_suessii	extinct
Rhabdodontidae	extinct
Rhea	extinct
Rhea_americana	extinct
Rhea_fossilis	extinct
Rhea_pampeana	extinct
Rhea_subpampeana	extinct
Rhegminornis_calobates	extinct
Rheidae	extinct
Rhipidura_fuliginosa	extinct
Rhoetosaurus_brownei	extinct
Rhynchaeites_messelensis	extinct
Richardoestesia	extinct
Richardoestesia_asiatica	extinct
Richardoestesia_gilmorei	extinct
Richardoestesia_isosceles	extinct
Rinconsaurus_caudamirus	extinct
Riojasaurus_incertus	extinct
Rissa	extinct
Rissa_estesi	extinct
Rissa_tridactyla	extinct
Rocasaurus	extinct
Rocasaurus_muniozi	extinct
Romainvillia	extinct
Romainvilliinae	extinct
Rotundichnus	extinct
Rubeosaurus_ovatus	extinct
Ruehleia_bedheimensis	extinct
Rugops_primus	extinct
Rukwatitan_bisepultus	extinct
Rupelramphastoides_knopfi	extinct
Rupephaps_taketake	extinct
Ruyangosaurus_giganteus	extinct
Sahaliyania_elunchunorum	extinct
Saichania_chulsanensis	extinct
Salfitichnus_mentoor	extinct
Saltasauridae	extinct
Saltasaurinae	extinct
Saltasaurus_loricatus	extinct
Saltopoides_igalensis	extinct
Saltosauropus	extinct
Saltosauropus_latus	extinct
Samanadrinda_surghari	extinct
Samrukia_nessovi	extinct
Sanjuansaurus_gordilloi	extinct
Sankofa_pyrenaica	extinct
Sanpasaurus_yaoi	extinct
Santanaraptor_placidus	extinct
Sapeornis_chaoyangensis	extinct
Sarahsaurus_aurifontanalis	extinct
Sarcolestes_leedsi	extinct
Sarcoramphus_fischeri	extinct
Sarcorhamphus_fossilis	extinct
Sarcosaurus_woodi	extinct
Sarjeantopodus_semipalmatus	extinct
Sarmatosula_dobrogensis	extinct
Sarmientichnus_scagliai	extinct
Sarmientosaurus_musacchioi	extinct
Satapliasaurus_dsocenidzei	extinct
Satapliasaurus_kandelakii	extinct
Satapliasaurus_tschabukianii	extinct
Saturnalia	extinct
Saturnalia_tupiniquim	extinct
Saurexallopus	extinct
Saurexallopus_lovei	extinct
Saurexallopus_zerbsti	extinct
Saurichnium_anserinum	extinct
Saurichnium_damarense	extinct
Saurichnium_parallelum	extinct
Saurichnium_tetractis	extinct
Saurischia	extinct
Saurischichnus_primitivus	extinct
Saurolophinae	extinct
Saurolophus	extinct
Saurolophus_angustirostris	extinct
Saurolophus_morrisi	extinct
Saurolophus_osborni	extinct
Sauroniops_pachytholus	extinct
Sauropelta	extinct
Sauropelta_edwardsorum	extinct
Saurophaganax_maximus	extinct
Sauropoda	extinct
Sauropodichnus_giganteus	extinct
Sauropodomorpha	extinct
Sauroposeidon_proteles	extinct
Sauropus	extinct
Sauropus_barrattii	extinct
Saurornithoides	extinct
Saurornithoides_mongoliensis	extinct
Saurornitholestes	extinct
Saurornitholestes_langstoni	extinct
Saurornitholestes_robustus	extinct
Saurornitholestes_sullivani	extinct
Saurornitholestinae	extinct
Savannasaurus_elliottorum	extinct
Sayornis_phoebe	extinct
Sazavis_prisca	extinct
Scansoriopteryx_heilmanni	extinct
Scelidosaurus	extinct
Scelidosaurus_harrisonii	extinct
Sceloglaux_albifacies	extinct
Schizooura_lii	extinct
Scipionyx_samniticus	extinct
Sciurumimus_albersdoerferi	extinct
Scolecophagus_affinis	extinct
Scolopaci	extinct
Scolopacidae	extinct
Scolopax	extinct
Scolopax_hutchensi	extinct
Scolopax_minor	extinct
Scolosaurus_cutleri	extinct
Scopelortyx_klinghardtensis	extinct
Scopus	extinct
Scutellosaurus_lawleri	extinct
Secernosaurus_koerneri	extinct
Sefapanosaurus_zastronensis	extinct
Segisaurus_halli	extinct
Segnosaurus	extinct
Segnosaurus_galbinensis	extinct
Seitaad_ruessi	extinct
Selenichnus_breviusculus	extinct
Selenichnus_falcatus	extinct
Senqutrisauropus_priscus	extinct
Septentrogon_madseni	extinct
Serendipaceratops_arthurcclarkei	extinct
Shamosaurinae	extinct
Shamosaurus_scutatus	extinct
Shanag_ashile	extinct
Shandongornipes_muxiai	extinct
Shantungosaurus	extinct
Shantungosaurus_giganteus	extinct
Shanweiniao_cooperorum	extinct
Shanxia	extinct
Shanyangosaurus_niupanggouensis	extinct
Shaochilong_maortuensis	extinct
Shengjingornis_yangi	extinct
Shenmuichnus	extinct
Shenmuichnus_youngteilhardorum	extinct
Shenqiornis_mengi	extinct
Shenzhouraptor_sinensis	extinct
Shenzhousaurus_orientalis	extinct
Shidaisaurus_jinae	extinct
Shiriyanetta_hasegawai	extinct
Shixinggia_oblita	extinct
Shixingoolithus_erbeni	extinct
Shuangmiaosaurus_gilmorei	extinct
Shunosaurus_lii	extinct
Shuvuuia_deserti	extinct
Siamopodus_khaoyaiensis	extinct
Siamotyrannus_isanensis	extinct
Siats_meekerorum	extinct
Sigilmassasaurus_brevicollis	extinct
Sillimanius_gracilior	extinct
Sillimanius_tetradactylus	extinct
Silvisaurus	extinct
Silvisaurus_condrayi	extinct
Similicaudipteryx_yixianensis	extinct
Sinanas	extinct
Sinocalliopteryx_gigas	extinct
Sinoceratops_zhuchengensis	extinct
Sinornis_santensis	extinct
Sinornithoides	extinct
Sinornithoides_youngi	extinct
Sinornithomimus_dongi	extinct
Sinornithosaurus_haoiana	extinct
Sinornithosaurus_millenii	extinct
Sinosauropteryx	extinct
Sinosauropteryx_prima	extinct
Sinosaurus_triassicus	extinct
Sinotyrannus_kazuoensis	extinct
Sinovenator_changii	extinct
Sinraptor_dongi	extinct
Sinraptor_hepingensis	extinct
Sinusonasus_magnodens	extinct
Sitta	extinct
Sitta_canadensis	extinct
Skartopus_australis	extinct
Skorpiovenator_bustingorryi	extinct
Somateria	extinct
Somateria_mollissima	extinct
Somphospondyli	extinct
Songlingornis_linghensis	extinct
Songzia_heidangkouensis	extinct
Sonidosaurus_saihangaobiensis	extinct
Sonorasaurus_thompsoni	extinct
Soroavisaurus_australis	extinct
Sousaichnium	extinct
Sousaichnium_monettae	extinct
Sousaichnium_pricei	extinct
Spatula	extinct
Speotyto_cunicularia	extinct
Sphaerotholus_brevis	extinct
Sphaerotholus_buchholtzae	extinct
Sphaerotholus_edmontonense	extinct
Sphaerotholus_goodwini	extinct
Sphaerovum	extinct
Spheniscidae	extinct
Sphenisciformes	extinct
Spheniscus	extinct
Spheniscus_chilensis	extinct
Spheniscus_demersus	extinct
Spheniscus_megaramphus	extinct
Spheniscus_muizoni	extinct
Spheniscus_urbinai	extinct
Spheroolithidae	extinct
Spheroolithus	extinct
Spheroolithus_albertensis	extinct
Spheroolithus_choteauensis	extinct
Spheroolithus_maiasauroides	extinct
Spheroolithus_megadermus	extinct
Spheroolithus_spheroides	extinct
Spheruprismatoolithus	extinct
Spheruprismatoolithus_condensus	extinct
Sphingopus	extinct
Sphingopus_ferox	extinct
Spiclypeus_shipporum	extinct
Spinophorosaurus_nigerensis	extinct
Spinops_sternbergorum	extinct
Spinosauridae	extinct
Spinosaurinae	extinct
Spinosauroidea	extinct
Spinosaurus	extinct
Spinosaurus_aegyptiacus	extinct
Spinostropheus_gautieri	extinct
Spizaetus	extinct
Spizaetus_tanneri	extinct
Spizella	extinct
Spizella_pusilla	extinct
Spondylosoma_absconditum	extinct
Spongioolithus_hirschi	extinct
Staurichnium_diogenis	extinct
Staurikosaurus_pricei	extinct
Steatornithidae	extinct
Steganopus	extinct
Stegoceras	extinct
Stegoceras_novomexicanum	extinct
Stegoceras_validum	extinct
Stegopelta_landerensis	extinct
Stegopodus_czerkasi	extinct
Stegosauria	extinct
Stegosauridae	extinct
Stegosaurus	extinct
Stegosaurus_stenops	extinct
Stegosaurus_ungulatus	extinct
Stemec_suntokum	extinct
Stenonyx	extinct
Stenonyx_lateralis	extinct
Stenopelix_valdensis	extinct
Stercorarius	extinct
Stercorarius_longicaudus	extinct
Stercorarius_parasiticus	extinct
Stercorarius_pomarinus	extinct
Sterna	extinct
Sterna_fuscata	extinct
Sterna_maxima	extinct
Sterna_nilotica	extinct
Steropezoum_elegantius	extinct
Steropoides	extinct
Steropoides_divaricatus	extinct
Steropoides_diversus	extinct
Steropoides_elegans	extinct
Steropoides_infelix	extinct
Steropoides_ingens	extinct
Steropoides_loripes	extinct
Steropoides_uncus	extinct
Stictocarbo_kumeyaay	extinct
Stictocarbo_punctatus	extinct
Stokesosaurus	extinct
Stokesosaurus_clevelandi	extinct
Stormbergia	extinct
Stormbergia_dangershoeki	extinct
Streptopelia	extinct
Streptospondylus_altdorfensis	extinct
Streptospondylus_rostromajor	extinct
Strigidae	extinct
Strigiformes	extinct
Strigops	extinct
Strix	extinct
Strix_brevis	extinct
Strix_dakota	extinct
Strix_varia	extinct
Struthio	extinct
Struthio_asiaticus	extinct
Struthio_camelus	extinct
Struthio_chersonensis	extinct
Struthiomimus	extinct
Struthiomimus_altus	extinct
Struthionidae	extinct
Struthiosaurus	extinct
Struthiosaurus_austriacus	extinct
Struthiosaurus_languedocensis	extinct
Struthiosaurus_transylvanicus	extinct
Struthopus_schaumburgensis	extinct
Sturnella	extinct
Sturnus	extinct
Styracosaurus_albertensis	extinct
Subtiliolithus_kachchhensis	extinct
Subtiliolithus_microtuberculatus	extinct
Suchomimus_tenerensis	extinct
Sula	extinct
Sula_brandi	extinct
Sula_clarki	extinct
Sula_dactylatra	extinct
Sula_figueroae	extinct
Sula_magna	extinct
Sula_pohli	extinct
Sula_sula	extinct
Sula_sulita	extinct
Sula_universitatis	extinct
Sula_willetti	extinct
Sulaimanisaurus_gingerichi	extinct
Sulcavis_geeorum	extinct
Sulidae	extinct
Supersaurus	extinct
Supersaurus_lourinhanensis	extinct
Supersaurus_vivianae	extinct
Surnia	extinct
Suuwassea_emilieae	extinct
Suzhousaurus_megatherioides	extinct
Sylviidae	extinct
Syntarsus	extinct
Synthliboramphus	extinct
Synthliboramphus_antiquus	extinct
Synthliboramphus_hypoleucus	extinct
Synthliboramphus_rineyi	extinct
Syrigma_sanctimartini	extinct
Tachiraptor_admirabilis	extinct
Tachybaptus	extinct
Tachybaptus_dominicus	extinct
Tachycineta	extinct
Tachycineta_speleodytes	extinct
Tacuaremborum_oblongum	extinct
Tadorna	extinct
Tadorna_tadornoides	extinct
Tadorna_variegata	extinct
Talarurus_plicatospineus	extinct
Talenkauen_santacrucensis	extinct
Talos_sampsoni	extinct
Tambatitanis_amicitiae	extinct
Tangvayosaurus_hoffeti	extinct
Tanius_sinensis	extinct
Tanycolagreus_topwilsoni	extinct
Taohelong_jinchengensis	extinct
Taoperdix	extinct
Tapinosaurus	extinct
Taponichnus_donottoi	extinct
Tapuiasaurus_macedoi	extinct
Tarascosaurus_salluvicus	extinct
Tarbosaurus	extinct
Tarbosaurus_bataar	extinct
Tarchia	extinct
Tarchia_gigantea	extinct
Tarchia_kielanae	extinct
Tarsodactylus	extinct
Tarsodactylus_caudatus	extinct
Tarsodactylus_expansus	extinct
Tarsoplectrus_angustus	extinct
Tarsoplectrus_elegans	extinct
Tastavinsaurus_sanzi	extinct
Tatankacephalus_cooneyorum	extinct
Tatankaceratops_sacrisonorum	extinct
Tataouinea_hannibalis	extinct
Tatarornipes_chabuensis	extinct
Taubatornis_campbelli	extinct
Taupezia_landeri	extinct
Taurovenator_violantei	extinct
Tawa_hallae	extinct
Tazoudasaurus_naimi	extinct
Tehuelchesaurus_benitezii	extinct
Telecrex_grangeri	extinct
Telmabates_antiquus	extinct
Telmabates_howardae	extinct
Telmatornis_priscus	extinct
Telmatosaurus	extinct
Telmatosaurus_transsylvanicus	extinct
Telosichnus_saltensis	extinct
Tendaguria_tanzaniensis	extinct
Tenontosaurus	extinct
Tenontosaurus_dossi	extinct
Tenontosaurus_tilletti	extinct
Teratophoneus_curriei	extinct
Teratornis_merriami	extinct
Tereingaornis_moisleyi	extinct
Terpsiphone	extinct
Tetanurae	extinct
Tethyshadros_insularis	extinct
Tetrapodium_elmenhorsti	extinct
Tetrapodosaurus	extinct
Tetrapodosaurus_borealis	extinct
Tetrasauropus	extinct
Tetrasauropus_unguiferus	extinct
Teviornis_gobiensis	extinct
Texacephale_langstoni	extinct
Texasetes_pleurohalio	extinct
Thalassarche	extinct
Thalassarche_bulleri	extinct
Thambetochen	extinct
Thambetochen_chauliodous	extinct
Thambetochen_xanion	extinct
Thamnornis	extinct
Thecodontichnus	extinct
Thecodontichnus_verrucae	extinct
Thecodontosaurus	extinct
Thecodontosaurus_antiquus	extinct
Thecodontosaurus_elisae	extinct
Thecodontosaurus_minimus	extinct
Thecodontosaurus_primus	extinct
Thegornis_debilis	extinct
Theiophytalia_kerri	extinct
Therangospodus	extinct
Therangospodus_oncalensis	extinct
Therangospodus_pandemicus	extinct
Theristicus_wetmorei	extinct
Therizinosauria	extinct
Therizinosauridae	extinct
Therizinosauroidea	extinct
Therizinosaurus_cheloniformis	extinct
Theropoda	extinct
Thescelosauridae	extinct
Thescelosaurinae	extinct
Thescelosaurus	extinct
Thescelosaurus_assiniboiensis	extinct
Thescelosaurus_edmontonensis	extinct
Thescelosaurus_garbanii	extinct
Thescelosaurus_neglectus	extinct
Thinocoridae	extinct
Thinocorus	extinct
Thinocorus_koepckae	extinct
Thomasococcyx_philohippus	extinct
Thotobolosaurus_mabeatae	extinct
Threskiornithidae	extinct
Threskiornithinae	extinct
Thyreophora	extinct
Tianchisaurus_nedegoapeferima	extinct
Tiantaisaurus_sifengensis	extinct
Tianyulong_confuciusi	extinct
Tianyuornis_cheni	extinct
Tianyuraptor_ostromi	extinct
Tianzhenosaurus_youngi	extinct
Tienshanosaurus	extinct
Tigrisoma	extinct
Timimus_hermani	extinct
Tinamidae	extinct
Tinamisornis_intermedius	extinct
Tinamisornis_parvulus	extinct
Titanis_walleri	extinct
Titanoceratops_ouranos	extinct
Titanopodus_mendozensis	extinct
Titanosauria	extinct
Titanosauridae	extinct
Titanosauriformes	extinct
Titanosaurimanus_nana	extinct
Titanosaurinae	extinct
Titanosaurus	extinct
Titanosaurus_blanfordi	extinct
Titanosaurus_indicus	extinct
Tochisaurus_nemegtensis	extinct
Tonganosaurus_hei	extinct
Tongtianlong_limosus	extinct
Tonniornis_mesetaensis	extinct
Tonniornis_minimum	extinct
Tonsala_buchanani	extinct
Tonsala_hildegardae	extinct
Tornieria	extinct
Tornieria_africana	extinct
Torosaurus	extinct
Torosaurus_latus	extinct
Torotix_clemensi	extinct
Torvosaurus	extinct
Torvosaurus_gurneyi	extinct
Torvosaurus_tanneri	extinct
Totanus	extinct
Tototlmimus_packardensis	extinct
Toxostoma	extinct
Toxostoma_rufum	extinct
Toyamasauripus_masuiae	extinct
Trachoolithus	extinct
Traukutitan_eocaudata	extinct
Treleudytes_crassa	extinct
Triceratops	extinct
Triceratops_horridus	extinct
Triceratops_prorsus	extinct
Triceratops_utahensis	extinct
Tridigitichnus_inopinatus	extinct
Trigonosaurus_pricei	extinct
Tringa	extinct
Tringa_ameghini	extinct
Tringa_fuscicollis	extinct
Tringa_ochropus	extinct
Tringinae	extinct
Trinisaura_santamartaensis	extinct
Triprismatoolithus_stephensi	extinct
Tristraguloolithus_cracioides	extinct
Triunfosaurus_leonardii	extinct
Troglodytes	extinct
Troodon	extinct
Troodon_formosus	extinct
Troodontidae	extinct
Tsaagan_mangas	extinct
Tsagantegia	extinct
Tsagantegia_longicranialis	extinct
Tshulia_litorea	extinct
Tsintaosaurus	extinct
Tsintaosaurus_spinorhinus	extinct
Tubercuoolithus_tetonensis	extinct
Tugulusaurus_faciles	extinct
Tuojiangosaurus_multispinus	extinct
Turanoceratops_tardabilis	extinct
Turdinae	extinct
Turdus	extinct
Turdus_migratorius	extinct
Turiasaurus_riodevensis	extinct
Turnagra_capensis	extinct
Turnipax_oechslerorum	extinct
Turnix	extinct
Turnix_varia	extinct
Tylocephale_gilmorei	extinct
Tympanonesiotes_wetmorei	extinct
Tympanuchus	extinct
Tympanuchus_cupido	extinct
Tympanuchus_lulli	extinct
Tympanuchus_pallidicinctus	extinct
Tympanuchus_stirtoni	extinct
Tyrannosauridae	extinct
Tyrannosaurinae	extinct
Tyrannosauripus_pillmorei	extinct
Tyrannosauroidea	extinct
Tyrannosaurus	extinct
Tyrannosaurus_rex	extinct
Tyrannotitan	extinct
Tyrannotitan_chubutensis	extinct
Tyto	extinct
Tyto_alba	extinct
Tyto_balearica	extinct
Tyto_mourerchauvireae	extinct
Tytthostonyx_glauconiticus	extinct
Uberabatitan_ribeiroi	extinct
Udanoceratops_tschizhovi	extinct
Ugrunaaluk_kuukpikensis	extinct
Uhangrichnus_chuni	extinct
Uintornis_lucaris	extinct
Uintornis_marionae	extinct
Unaysaurus_tolentinoi	extinct
Undulatoolithus_pengi	extinct
Unenlagia_comahuensis	extinct
Unenlagia_paynemili	extinct
Unenlagiidae	extinct
Unenlagiinae	extinct
Unescoceratops_koppelhusae	extinct
Unquillosaurus_ceibalii	extinct
Upupa	extinct
Upupa_antaios	extinct
Urbacodon_itemirensis	extinct
Uria	extinct
Uria_aalge	extinct
Uria_affinis	extinct
Uria_brodkorbi	extinct
Uria_lomvia	extinct
Uria_paleohesperis	extinct
Urubitinga_enecta	extinct
Utahceratops_gettyi	extinct
Utahraptor_ostrommaysi	extinct
Uteodon_aphanoecetes	extinct
Vagaceratops_irvinensis	extinct
Vahiny_depereti	extinct
Valdosaurus	extinct
Valdosaurus_canaliculatus	extinct
Vanga	extinct
Variraptor_mechinorum	extinct
Vastanavis	extinct
Vastanavis_eocaena	extinct
Vegavis_iaai	extinct
Velafrons_coahuilensis	extinct
Velocipes_guerichi	extinct
Velociraptor	extinct
Velociraptor_mongoliensis	extinct
Velociraptor_osmolskae	extinct
Velociraptorichnus	extinct
Velociraptorichnus_sichuanensis	extinct
Velociraptorinae	extinct
Velocisaurus_unicus	extinct
Venenosaurus	extinct
Venenosaurus_dicrocei	extinct
Vermivora	extinct
Vermivora_celata	extinct
Vescornis_hebeiensis	extinct
Viator_picis	extinct
Viavenator_exxoni	extinct
Vitakridrinda_sulaimani	extinct
Volgavis_marina	extinct
Volkheimeria_chubutensis	extinct
Vorona_berivotrensis	extinct
Vulcanodon_karibaensis	extinct
Vulcanodontidae	extinct
Vultur	extinct
Vultur_gryphus	extinct
Waimanu_manneringi	extinct
Waimanu_tuatahi	extinct
Walbeckornis	extinct
Walbeckornis_creber	extinct
Wannanosaurus_yansiensis	extinct
Wanshuina_lii	extinct
Wealdenichnites_iguanodontoides	extinct
Wendiceratops_pinhornensis	extinct
Wiehenvenator_albati	extinct
Wieslochia_weissi	extinct
Wilaru_prideauxi	extinct
Wilaru_tedfordi	extinct
Wildeichnus	extinct
Wildeichnus_navesi	extinct
Willinakaqe_salitralensis	extinct
Wimanornis_seymourensis	extinct
Wintonopus	extinct
Wintonopus_latomorum	extinct
Wintonotitan_wattsi	extinct
Wuerhosaurus_homheni	extinct
Wulagasaurus_dongi	extinct
Wulatelong_gobiensis	extinct
Xanthocephalus_xanthocephalus	extinct
Xema	extinct
Xenerodiops_mycter	extinct
Xenoceratops_foremostensis	extinct
Xenotarsosaurus_bonapartei	extinct
Xiangornis_shenmi	extinct
Xiangxipus_chenxiensis	extinct
Xiangxipus_youngi	extinct
Xianshanosaurus_shijiagouensis	extinct
Xiaosaurus_dashanpensis	extinct
Xiaotingia_zhengi	extinct
Xinghaiornis_lini	extinct
Xinjiangovenator_parvus	extinct
Xinjiangtitan_shanshanesis	extinct
Xiongguanlong_baimoensis	extinct
Xiphopeza_triplex	extinct
Xiuningpus	extinct
Xixianykus_zhangi	extinct
Xixiasaurus_henanensis	extinct
Xixiposaurus_suni	extinct
Xuanhanosaurus_qilixiaensis	extinct
Xuanhuaceratops_niei	extinct
Xuwulong_yueluni	extinct
Yacoraitichnus_avis	extinct
Yamaceratops_dorngobiensis	extinct
Yandangornis_longicaudus	extinct
Yandusaurus_hongheensis	extinct
Yangchuanosaurus	extinct
Yangchuanosaurus_shangyouensis	extinct
Yangchuanosaurus_zigongensis	extinct
Yangtzepus_yipingensis	extinct
Yanornis_guozhangi	extinct
Yanornis_martini	extinct
Yaverlandia_bitholus	extinct
Yezosaurus_mikasaensis	extinct
Yi_qi	extinct
Yimenosaurus_youngi	extinct
Yinlong_downsi	extinct
Yixianornis_grabaui	extinct
Yixianosaurus_longimanus	extinct
Yongjinglong_datangi	extinct
Youngoolithus_xiaguanensis	extinct
Youngornis	extinct
Yuanjiawaornis_viriosus	extinct
Yuanmousaurus_jiangyiensis	extinct
Yueosaurus_tiantaiensis	extinct
Yulong_mini	extinct
Yumenornis_huangi	extinct
Yunganglong_datongensis	extinct
Yungavolucris_brevipedalis	extinct
Yunmenglong_ruyangensis	extinct
Yunnanosaurus	extinct
Yunnanosaurus_huangi	extinct
Yunnanosaurus_robustus	extinct
Yunnanosaurus_youngi	extinct
Yunnanpus_huangcaoensis	extinct
Yurgovuchia_doellingi	extinct
Yutyrannus_huali	extinct
Zalmoxes	extinct
Zalmoxes_robustus	extinct
Zalmoxes_shqiperorum	extinct
Zanabazar_junior	extinct
Zapalasaurus	extinct
Zapalasaurus_bonapartei	extinct
Zapsalis	extinct
Zapsalis_abradens	extinct
Zby_atlanticus	extinct
Zenaida	extinct
Zenaida_macroura	extinct
Zephyrosaurus	extinct
Zephyrosaurus_schaffi	extinct
Zhanghenglong_yangchengensis	extinct
Zhejiangosaurus_lishuiensis	extinct
Zheroia_kurochkini	extinct
Zhongjianornis_yangi	extinct
Zhongornis_haoae	extinct
Zhongyuangosaurus_luoyangensis	extinct
Zhouornis_hani	extinct
Zhuchengceratops_inexpectus	extinct
Zhuchengosaurus_maximus	extinct
Zhuchengtyrannus_magnus	extinct
Zhylgaia_aestiflua	extinct
Zhyraornis_logunovi	extinct
Ziapelta_sanjuanensis	extinct
Zonotrichia	extinct
Zonotrichia_albicollis	extinct
Zonotrichia_leucophrys	extinct
Zosterops	extinct
Zuniceratops_christopheri	extinct
Zuolong_salleei	extinct
Zupaysaurus_rougieri	extinct
Zygodactylus_ignotus	extinct
Zygodactylus_luberonensis	extinct
