"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"487928","occ","","","14535","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"487929","occ","","","14535","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"487930","occ","","","14535","Hypsilophodontidae","family","38734","Lancian","","70.6","66","13103"
"487931","occ","","","14535","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","13103"
"487933","occ","","","14535","Aves","class","36616","Lancian","","70.6","66","13103"
"487934","occ","","F","14535","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","34479"
"487954","occ","","","14536","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"487955","occ","","","14536","Coelurosauria","suborder","53940","Lancian","","70.6","66","13103"
"487956","occ","","","14536","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","13103"
"487957","occ","","","14536","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"487977","occ","","","14533","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"487978","occ","","","14533","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"487985","occ","","","14533","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"487986","occ","","","14533","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"487987","occ","","","14533","Coelurosauria","suborder","53940","Lancian","","70.6","66","13103"
"487988","occ","19710","","14533","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"487989","occ","","","14533","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"487990","occ","","","14533","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"487991","occ","","","14533","Dinosauria","unranked clade","52775","Lancian","","70.6","66","13103"
"487993","occ","","","14533","Aves","class","36616","Lancian","","70.6","66","13103"
"488015","occ","","F","14546","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","13103"
"488017","occ","","","14546","Edmontosaurus","genus","38761","Lancian","","70.6","66","13103"
"488018","occ","","","14546","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488019","occ","","","14546","Hypsilophodontidae","family","38734","Lancian","","70.6","66","13103"
"488020","occ","","","14546","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488021","occ","","","14546","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488022","occ","19716","","14546","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488023","occ","","","14546","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488024","occ","","","14546","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488033","occ","","","14547","Carnosauria","unranked clade","53943","Lancian","","70.6","66","13103"
"488042","occ","","","14548","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488047","occ","","F","14548","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488054","occ","","","14549","Edmontosaurus","genus","38761","Lancian","","70.6","66","13103"
"488087","occ","","","14549","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488088","occ","","F","14549","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488089","occ","","F","14549","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","34479"
"488090","occ","29310","","14549","Pectinodon","genus","38570","Lancian","","70.6","66","48570"
"488091","occ","","","14549","Thescelosaurus","genus","38742","Lancian","","70.6","66","13103"
"488094","occ","","","14470","Aves","class","36616","Middle Campanian","Late Campanian","83.5","70.6","13103"
"488095","occ","","","14470","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.5","70.6","13582"
"488097","occ","","","14470","Euoplocephalus","genus","38838","Middle Campanian","Late Campanian","83.5","70.6","13103"
"488098","occ","","","14470","Edmontonia","genus","63919","Middle Campanian","Late Campanian","83.5","70.6","13103"
"488099","occ","","","14521","Troodon","genus","38572","Lancian","","70.6","66","13103"
"488100","occ","","F","14521","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488101","occ","","","14521","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488102","occ","","","14550","Pachycephalosaurus wyomingensis","species","64648","Lancian","","70.6","66","13103"
"488103","occ","","","14550","Triceratops","genus","38862","Lancian","","70.6","66","13103"
"488105","occ","","","14553","Ornithischia","unranked clade","38712","Lancian","","70.6","66","13103"
"488107","occ","","","14559","Dromaeosauridae","family","38561","Lancian","","70.6","66","12202"
"488115","occ","","","14559","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488116","occ","19717","","14559","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488117","occ","","","14559","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488118","occ","","","14559","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488132","occ","","F","14560","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488133","occ","","","14560","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488134","occ","","","14560","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488135","occ","","","14560","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488136","occ","","","14560","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488150","occ","","","14563","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488173","occ","","","14566","Troodon","genus","38572","Lancian","","70.6","66","13103"
"488175","occ","","F","14566","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488178","occ","","","14566","Paronychodon","genus","38565","Lancian","","70.6","66","803"
"488193","occ","","","14566","Dryptosaurus","genus","38605","Lancian","","70.6","66","803"
"488199","occ","","","14566","Aves","class","36616","Lancian","","70.6","66","13103"
"488200","occ","","","14566","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488201","occ","","","14566","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"488224","occ","","","14568","Aves","class","36616","Lancian","","70.6","66","13103"
"488225","occ","","","14568","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488226","occ","","F","14568","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488227","occ","","","14568","Troodon","genus","38572","Lancian","","70.6","66","13103"
"488228","occ","","","14568","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488229","occ","","","14568","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488230","occ","","","14570","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488244","occ","","","14574","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488245","occ","","","14574","Thescelosaurus","genus","38742","Lancian","","70.6","66","13103"
"488248","occ","","F","14574","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488249","occ","","","14574","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488250","occ","","","14574","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488263","occ","","F","14577","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488266","occ","","","14577","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488294","occ","","","14582","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488295","occ","","","14582","Troodon","genus","38572","Lancian","","70.6","66","34479"
"488296","occ","","","14582","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488297","occ","","","14582","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488298","occ","","","14582","Edmontonia","genus","63919","Lancian","","70.6","66","13103"
"488338","occ","","","14582","Thescelosaurus","genus","38742","Lancian","","70.6","66","13103"
"488339","occ","","","14582","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488340","occ","","","14582","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488341","occ","19719","","14582","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488342","occ","","","14582","Tyrannosauridae","family","38606","Lancian","","70.6","66","13103"
"488343","occ","","","14582","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488344","occ","","","14582","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488345","occ","","","14582","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488349","occ","","F","14582","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488350","occ","","","14582","Aves","class","36616","Lancian","","70.6","66","13103"
"488351","occ","","","14582","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"488353","occ","","","14585","Paronychodon","genus","38565","Late Maastrichtian","","70.6","66","803"
"488354","occ","","","14585","Triceratops","genus","38862","Late Maastrichtian","","70.6","66","803"
"488355","occ","","","14585","Saurornithoides","genus","38573","Late Maastrichtian","","70.6","66","803"
"488356","occ","","","14585","Pachycephalosaurus wyomingensis","species","64648","Late Maastrichtian","","70.6","66","13103"
"488357","occ","","","14585","Edmontosaurus","genus","38761","Late Maastrichtian","","70.6","66","803"
"488358","occ","","","14585","Ankylosaurus magniventris","species","52793","Late Maastrichtian","","70.6","66","12202"
"488359","occ","","F","14585","Richardoestesia isosceles","species","58875","Late Maastrichtian","","70.6","66","34479"
"488361","occ","","","14585","Ornithomimus","genus","38544","Late Maastrichtian","","70.6","66","803"
"488362","occ","","","14585","Theropoda","unranked clade","38513","Late Maastrichtian","","70.6","66","803"
"488363","occ","","","14585","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","803"
"488365","occ","","","14654","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488368","occ","","","14654","Thescelosaurus","genus","38742","Lancian","","70.6","66","13103"
"488372","occ","","","14654","Ornithischia","unranked clade","38712","Lancian","","70.6","66","13103"
"488373","occ","","","14654","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488374","occ","","","14654","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488375","occ","","","14654","Hypsilophodontidae","family","38734","Lancian","","70.6","66","13103"
"488376","occ","","","14654","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488377","occ","","","14654","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488378","occ","","","14654","Tyrannosauridae","family","38606","Lancian","","70.6","66","13103"
"488410","occ","","","14653","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488411","occ","","","14653","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488412","occ","","","14653","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488420","occ","","","14653","Aves","class","36616","Lancian","","70.6","66","13103"
"488428","occ","","","14653","Dinosauria","unranked clade","52775","Lancian","","70.6","66","13103"
"488429","occ","","","14653","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488431","occ","","F","14653","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488440","occ","","","49079","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","17548"
"488505","occ","","","49087","Aves","class","36616","Middle Pleistocene","","0.781","0.126","13054"
"488549","occ","29230","","14643","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488582","occ","","","14639","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488584","occ","","","14639","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488585","occ","","","14639","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488586","occ","","","14639","Thescelosaurus","genus","38742","Lancian","","70.6","66","13103"
"488587","occ","","","14639","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488588","occ","","","14639","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488595","occ","","","14639","Dinosauria","unranked clade","52775","Lancian","","70.6","66","13103"
"488597","occ","","","14639","Aves","class","36616","Lancian","","70.6","66","13103"
"488599","occ","","F","14639","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488600","occ","29311","","14639","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488625","occ","","","14615","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488626","occ","","","14615","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488627","occ","19720","","14615","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488628","occ","","","14615","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488629","occ","","","14615","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488631","occ","","","14615","Triceratops","genus","38862","Lancian","","70.6","66","13103"
"488642","occ","","","49095","Iguanodontia","unranked clade","52805","Santonian","Early Campanian","86.3","70.6","52115"
"488643","occ","","","49095","Theropoda","unranked clade","38513","Santonian","Early Campanian","86.3","70.6","59060"
"488644","occ","18587","","32370","Nodosauridae","family","38817","Late Campanian","Early Maastrichtian","83.5","66","13885"
"488650","occ","23703","","49097","Abelisauroidea","superfamily","54528","Middle Turonian","Late Turonian","93.5","89.3","34688"
"488651","occ","13422","","49097","Anabisetia saldiviai","species","67279","Middle Turonian","Late Turonian","93.5","89.3","14275"
"488652","occ","13420","","49098","Anabisetia saldiviai","species","67279","Middle Turonian","Late Turonian","93.5","89.3","14275"
"488653","occ","21973","","38952","Xenotarsosaurus bonapartei","species","56394","Late Cenomanian","Early Turonian","99.6","89.3","13117"
"488658","occ","12523","","49099","Abelisauridae","family","53942","Late Cenomanian","Early Turonian","99.6","89.3","13119"
"488677","occ","","","49100","Tornieria","genus","38695","Tithonian","","152.1","145","13124"
"488678","occ","","","49100","Brachiosaurus","genus","38677","Tithonian","","152.1","145","13124"
"488679","occ","","","49100","Sauropoda","unranked clade","38653","Tithonian","","152.1","145","13124"
"488680","occ","","","49100","Dicraeosaurus","genus","38668","Tithonian","","152.1","145","13124"
"488681","occ","","","49100","Camarasaurus","genus","38697","Tithonian","","152.1","145","13124"
"488682","occ","26920","","49100","Ceratosauria","suborder","90100","Tithonian","","152.1","145","41617"
"488683","occ","","","49100","Barosaurus","genus","38666","Tithonian","","152.1","145","13124"
"488685","occ","","","49103","Sauropoda","unranked clade","38653","Tithonian","","152.1","145","13124"
"488686","occ","","","49104","Sauropoda","unranked clade","38653","Tithonian","","152.1","145","13124"
"488687","occ","","","49105","Camarasaurus","genus","38697","Tithonian","","152.1","145","13124"
"488852","occ","","","14609","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488854","occ","","","14609","Ornithomimus","genus","38544","Lancian","","70.6","66","803"
"488859","occ","","","14613","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488860","occ","","","14613","Aves","class","36616","Lancian","","70.6","66","13103"
"488862","occ","","","14613","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488877","occ","","","14614","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"488878","occ","","","14614","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"488886","occ","","","14614","Ceratopsia","unranked clade","38842","Lancian","","70.6","66","13103"
"488887","occ","","","14614","Ornithomimidae","family","38539","Lancian","","70.6","66","13103"
"488888","occ","","","14614","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488891","occ","","F","14605","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488975","occ","","F","14596","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488997","occ","","","14580","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488998","occ","","","14580","Ceratopsia","unranked clade","38842","Lancian","","70.6","66","13103"
"489004","occ","","F","14580","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489005","occ","","","14580","Ornithischia","unranked clade","38712","Lancian","","70.6","66","13103"
"489007","occ","","","14575","Ceratopsia","unranked clade","38842","Lancian","","70.6","66","13103"
"489008","occ","","F","14575","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489009","occ","","","14575","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489010","occ","","","14572","Ceratopsia","unranked clade","38842","Lancian","","70.6","66","13103"
"489011","occ","","","14572","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489012","occ","","","14572","Ornithischia","unranked clade","38712","Lancian","","70.6","66","13103"
"489013","occ","","","14583","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489014","occ","","","14562","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"489015","occ","","","14562","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489016","occ","19718","","14562","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"489017","occ","","","14562","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489018","occ","","","14562","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489019","occ","","","14562","Hypsilophodontidae","family","38734","Lancian","","70.6","66","13103"
"489020","occ","","","14562","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","13103"
"489021","occ","","","14562","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"489022","occ","","","14562","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"489023","occ","","","14506","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489024","occ","","","14509","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489025","occ","","","14516","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"489026","occ","","","14516","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"489027","occ","","","14516","Triceratops","genus","38862","Lancian","","70.6","66","13103"
"489028","occ","","","14516","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"489029","occ","","","14516","Troodon","genus","38572","Lancian","","70.6","66","13103"
"489030","occ","","","14516","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489031","occ","","F","14617","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489032","occ","","F","14623","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489033","occ","","","14623","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489034","occ","","","14623","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"489035","occ","","","14624","Ceratopsidae","family","38851","Lancian","","70.6","66","13103"
"489036","occ","","F","14624","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","48570"
"489037","occ","","","14624","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489038","occ","","","14624","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"489039","occ","","","14624","Tyrannosauridae","family","38606","Lancian","","70.6","66","13103"
"489040","occ","29305","","14629","Zapsalis","genus","52959","Lancian","","70.6","66","48570"
"489041","occ","","","14647","Dinosauria","unranked clade","52775","Lancian","","70.6","66","13103"
"489042","occ","","","14647","Ornithischia","unranked clade","38712","Lancian","","70.6","66","13103"
"489043","occ","","","14647","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489044","occ","","F","14647","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489045","occ","","","14649","Triceratops","genus","38862","Lancian","","70.6","66","13103"
"489046","occ","","F","14650","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489047","occ","","","14650","Paronychodon","genus","38565","Lancian","","70.6","66","34479"
"489048","occ","","","14650","Troodon","genus","38572","Lancian","","70.6","66","13103"
"489049","occ","","","14650","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489050","occ","","","14650","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"489051","occ","","","14651","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"489052","occ","","","48618","Euoplocephalus tutus","species","52912","Late Campanian","","83.5","70.6","12772"
"489226","occ","32209","","49213","Thyreophora","unranked clade","52777","Sinemurian","","199.3","190.8","13143"
"489227","occ","13787","I","49214","Eutynichnium","genus","68290","Callovian","Oxfordian","166.1","157.3","14908"
"489228","occ","","","49214","Megalosaurus","genus","38583","Callovian","Oxfordian","166.1","157.3","13143"
"489229","occ","","","49215","Dacentrurus armatus","species","52989","Early Kimmeridgian","Late Kimmeridgian","155.7","150.8","13143"
"489230","occ","","","49216","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489231","occ","28284","","49217","Lourinhasaurus alenquerensis","species","65347","Early Kimmeridgian","Late Kimmeridgian","155.7","150.8","13143"
"489232","occ","21448","","49217","Dinosauria","unranked clade","52775","Early Kimmeridgian","Late Kimmeridgian","155.7","150.8","29301"
"489234","occ","28283","","49218","Lourinhasaurus alenquerensis","species","65347","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489235","occ","","","49219","Theropoda","unranked clade","38513","Late Kimmeridgian","","155.7","150.8","13143"
"489236","occ","","","49219","Dacentrurus armatus","species","52989","Late Kimmeridgian","","155.7","150.8","13143"
"489241","occ","","","49220","Sauropoda","unranked clade","38653","Kimmeridgian","","157.3","152.1","13143"
"489242","occ","","","49221","Dacentrurus armatus","species","52989","Late Kimmeridgian","","155.7","150.8","52134"
"489243","occ","","","49221","Lourinhasaurus alenquerensis","species","65347","Late Kimmeridgian","","155.7","150.8","13143"
"489244","occ","28285","","47430","Lusotitan atalaiensis","species","65348","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489245","occ","","","47430","Theropoda","unranked clade","38513","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489250","occ","21449","","49222","Dinosauria","unranked clade","52775","Late Kimmeridgian","Early Tithonian","155.7","145","29301"
"489251","occ","28411","","49223","Titanosauriformes","unranked clade","57468","Tithonian","","152.1","145","46153"
"489252","occ","","","49224","Dinosauria","unranked clade","52775","Early Tithonian","","150.8","145","13143"
"489253","occ","","","49225","Dacentrurus armatus","species","52989","Early Tithonian","","150.8","145","13143"
"489254","occ","18978","","49226","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","19890"
"489258","occ","18977","","49227","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","19890"
"489263","occ","19971","","49228","Maniraptora","unranked clade","55486","Late Campanian","Maastrichtian","83.5","66","25579"
"489265","occ","13771","","49228","Maniraptora","unranked clade","55486","Late Campanian","Maastrichtian","83.5","66","25579"
"489276","occ","27461","","49229","Camarasaurus","genus","38697","Aptian","Cenomanian","125","93.9","13143"
"489277","occ","","","49229","Theropoda","unranked clade","38513","Aptian","Cenomanian","125","93.9","13143"
"489278","occ","13100","","49229","Lourinhasaurus alenquerensis","species","65347","Aptian","Cenomanian","125","93.9","13559"
"489279","occ","27462","","49229","Duriatitan humerocristatus","species","67006","Aptian","Cenomanian","125","93.9","13143"
"489280","occ","12533","","49229","Lourinhasaurus alenquerensis","species","65347","Aptian","Cenomanian","125","93.9","13143"
"489281","occ","","","49230","Theropoda","unranked clade","38513","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489282","occ","","","49230","Theropoda","unranked clade","38513","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489283","occ","","","49230","Lourinhasaurus alenquerensis","species","65347","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489298","occ","12534","","14488","Pachycephalosauridae","family","38783","Judithian","","83.5","70.6","11752"
"489299","occ","31045","","49233","Hypacrosaurus altispinus","species","56406","Campanian","Maastrichtian","83.6","66","54993"
"489300","occ","","","49234","Edmontosaurus regalis","species","63254","Late Campanian","Early Maastrichtian","83.5","66","17549"
"489301","occ","","","49235","Lambeosaurus lambei","species","56724","Late Campanian","","83.5","70.6","12053"
"489302","occ","31039","","49236","Lambeosaurus lambei","species","56724","Campanian","","83.6","72.1","54993"
"489303","occ","31040","","49237","Lambeosaurus lambei","species","56724","Late Campanian","","83.5","70.6","54993"
"489304","occ","","","49238","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"489319","occ","","","49241","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489320","occ","","","49242","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489321","occ","","","49242","Duriatitan humerocristatus","species","67006","Callovian","Oxfordian","166.1","157.3","13143"
"489322","occ","","","49243","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489323","occ","","","49244","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489324","occ","","","49244","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","46682"
"489325","occ","","","49245","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489326","occ","28416","","49246","Titanosauriformes","unranked clade","57468","Kimmeridgian","","157.3","152.1","46153"
"489327","occ","","","49247","Lourinhasaurus alenquerensis","species","65347","Tithonian","","152.1","145","13143"
"489328","occ","28414","","49247","Sauropoda","unranked clade","38653","Tithonian","","152.1","145","46153"
"489329","occ","28413","","49248","Sauropoda","unranked clade","38653","Tithonian","","152.1","145","46153"
"489330","occ","","","49249","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489331","occ","","","49250","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489332","occ","","","49251","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489333","occ","","","49252","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489346","occ","28412","","49253","Sauropoda","unranked clade","38653","Late Kimmeridgian","Early Tithonian","155.7","145","46153"
"489347","occ","12554","","49255","Theropoda","unranked clade","38513","Early Barremian","","130","125.45","13162"
"489348","occ","31362","","49255","Sauropoda","unranked clade","38653","Early Barremian","","130","125.45","55500"
"489349","occ","12557","","49255","Iguanodon","genus","38749","Early Barremian","","130","125.45","13162"
"489350","occ","28415","","49256","Sauropoda","unranked clade","38653","Tithonian","","152.1","145","46153"
"489351","occ","","","49257","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","13143"
"489352","occ","","","49258","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","13143"
"489358","occ","","","49261","Lourinhanosaurus antunesi","species","65334","Late Kimmeridgian","Early Tithonian","155.7","145","13153"
"489359","occ","","","49262","Draconyx loureiroi","species","65336","Tithonian","","152.1","145","13154"
"489360","occ","","","49263","Draconyx loureiroi","species","65336","Tithonian","","152.1","145","13154"
"489361","occ","22267","","49264","Ceratosaurus","genus","38600","Late Kimmeridgian","Early Tithonian","155.7","145","30810"
"489385","occ","29763","","49265","Torvosaurus gurneyi","species","289557","Early Tithonian","","150.8","145","50323"
"489386","occ","18974","","49266","Lourinhanosaurus antunesi","species","65334","Late Kimmeridgian","Early Tithonian","155.7","145","19887"
"489433","occ","","","49276","Troodontidae","family","54468","Maastrichtian","","72.1","66","25628"
"489434","occ","","","49276","Thyreophora","unranked clade","52777","Maastrichtian","","72.1","66","25628"
"489445","occ","25209","","49279","Iguanodontidae","family","38744","Early Cretaceous","","145","100.5","13162"
"489575","occ","12558","","49304","Supersaurus lourinhanensis","species","65362","Late Kimmeridgian","Early Tithonian","155.7","145","13166"
"489656","occ","","","49330","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","7054"
"489675","occ","","","49334","Poekilopleuron bucklandii","species","65369","Middle Bathonian","","167.7","164.7","13170"
"489691","occ","12573","","49338","Saurophaganax maximus","species","65371","Late Kimmeridgian","Tithonian","155.7","145","13171"
"489692","occ","21850","","49339","Streptospondylus rostromajor","species","83543","Late Callovian","Early Oxfordian","164.7","155.7","13172"
"489694","occ","","","49339","Streptospondylus altdorfensis","species","65373","Late Callovian","Early Oxfordian","164.7","155.7","30159"
"489703","occ","","","46931","Iguanodontidae","family","38744","Valanginian","Albian","139.8","100.5","13174"
"489704","occ","","","46931","Stegosauria","unranked clade","38798","Valanginian","Albian","139.8","100.5","13174"
"489720","occ","","","49342","Ornithopoda","unranked clade","38713","Late Barremian","","130","125.45","13174"
"489721","occ","","","49342","Sauropoda","unranked clade","38653","Late Barremian","","130","125.45","13174"
"489722","occ","","","49342","Ornithopoda","unranked clade","38713","Late Barremian","","130","125.45","13174"
