"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"829458","occ","","","91487","Anchiornis huxleyi","species","155059","Oxfordian","","163.5","157.3","30823"
"829676","occ","","","91527","Lophodytes cucullatus","species","155161","Late Pleistocene","","0.126","0.0117","30838"
"829797","occ","","IF","52987","Eubrontes lyellii","species","67436","Hettangian","Sinemurian","201.3","190.8","29531"
"829802","occ","","I","53025","Anchisauripus tuberosus","species","67394","Hettangian","Sinemurian","201.3","190.8","29531"
"829803","occ","","IF","53025","Eubrontes sillimani","species","67392","Hettangian","Sinemurian","201.3","190.8","30909"
"829804","occ","","I","53025","Grallator (Eubrontes)","subgenus","66094","Hettangian","Sinemurian","201.3","190.8","29531"
"829805","occ","","IF","53025","Steropoides ingens","species","225723","Hettangian","Sinemurian","201.3","190.8","29531"
"829806","occ","","IF","53025","Steropoides loripes","species","155993","Hettangian","Sinemurian","201.3","190.8","29531"
"829825","occ","","I","53030","Anchisauripus tuberosus","species","67394","Hettangian","","201.3","199.3","29531"
"829826","occ","","I","52985","Argoides minimus","species","67382","Hettangian","Sinemurian","201.3","190.8","30909"
"829827","occ","","I","52985","Sillimanius tetradactylus","species","80629","Hettangian","Sinemurian","201.3","190.8","30909"
"829828","occ","","IF","52985","Steropoides ingens","species","225723","Hettangian","Sinemurian","201.3","190.8","30909"
"829829","occ","","IF","52985","Steropoides elegans","species","96925","Hettangian","Sinemurian","201.3","190.8","30909"
"829830","occ","","IF","52985","Steropoides loripes","species","155993","Hettangian","Sinemurian","201.3","190.8","29531"
"829832","occ","","IF","52986","Plesiornis pilulatus","species","67378","Hettangian","","201.3","199.3","29531"
"829833","occ","","IF","52986","Corvipes lacertoideus","species","68786","Hettangian","","201.3","199.3","29531"
"829834","occ","","IF","52986","Argoides macrodactylus","species","141794","Hettangian","","201.3","199.3","29531"
"829835","occ","","I","52986","Argoides minimus","species","67382","Hettangian","","201.3","199.3","29531"
"829836","occ","","I","52986","Eubrontes cursorius","species","64080","Hettangian","","201.3","199.3","29531"
"829837","occ","","IF","52986","Apatichnus circumagens","species","67429","Hettangian","","201.3","199.3","29531"
"829845","occ","","IF","52986","Steropoides uncus","species","155996","Hettangian","","201.3","199.3","29531"
"829846","occ","","IF","52986","Tarsodactylus caudatus","species","156003","Hettangian","","201.3","199.3","29531"
"829852","occ","","IF","52987","Eubrontes platypus","species","68787","Hettangian","Sinemurian","201.3","190.8","29531"
"829853","occ","","IF","52987","Eubrontes lyellii","species","67436","Hettangian","Sinemurian","201.3","190.8","29531"
"829855","occ","","IF","52987","Tarsoplectrus angustus","species","155977","Hettangian","Sinemurian","201.3","190.8","29531"
"829861","occ","","IF","52987","Platypterna digitigrada","species","141934","Hettangian","Sinemurian","201.3","190.8","29531"
"829862","occ","","IF","52998","Eubrontes giganteus","species","67402","Hettangian","Sinemurian","201.3","190.8","29531"
"829863","occ","","IF","52998","Eubrontes lyellii","species","67436","Hettangian","Sinemurian","201.3","190.8","29531"
"829864","occ","","IF","52998","Anomoepus gracillimus","species","67419","Hettangian","Sinemurian","201.3","190.8","29531"
"829865","occ","","IF","52998","Platypterna recta","species","141935","Hettangian","Sinemurian","201.3","190.8","29531"
"829866","occ","","IF","52998","Platypterna varica","species","141930","Hettangian","Sinemurian","201.3","190.8","29531"
"829867","occ","","I","52998","Anomoepus intermedius","species","67389","Hettangian","Sinemurian","201.3","190.8","29531"
"829868","occ","","IF","52998","Otozoum moodii","species","67414","Hettangian","Sinemurian","201.3","190.8","29531"
"829873","occ","","IF","52993","Steropoides loripes","species","155993","Hettangian","Sinemurian","201.3","190.8","29531"
"829875","occ","","IF","52996","Eubrontes sillimani","species","67392","Hettangian","Sinemurian","201.3","190.8","29531"
"829876","occ","","IF","52996","Anchisauripus exsertus","species","67396","Hettangian","Sinemurian","201.3","190.8","29531"
"829889","occ","","IF","53028","Eubrontes giganteus","species","67402","Hettangian","Sinemurian","201.3","190.8","30909"
"829890","occ","","IF","53028","Argoides macrodactylus","species","141794","Hettangian","Sinemurian","201.3","190.8","30909"
"829891","occ","","I","53028","Sillimanius tetradactylus","species","80629","Hettangian","Sinemurian","201.3","190.8","30909"
"829892","occ","","IF","53000","Platypterna deanii","species","141917","Hettangian","Sinemurian","201.3","190.8","30909"
"829893","occ","","IF","53000","Platypterna tenuis","species","141937","Hettangian","Sinemurian","201.3","190.8","30909"
"829894","occ","","IF","53000","Platypterna delicatula","species","141931","Hettangian","Sinemurian","201.3","190.8","30909"
"829897","occ","","IF","53023","Argoides macrodactylus","species","141794","Hettangian","Sinemurian","201.3","190.8","29531"
"829898","occ","","I","53023","Argoides minimus","species","67382","Hettangian","Sinemurian","201.3","190.8","29531"
"829899","occ","","I","53023","Sillimanius tetradactylus","species","80629","Hettangian","Sinemurian","201.3","190.8","29531"
"829902","occ","","IF","53023","Steropoides loripes","species","155993","Hettangian","Sinemurian","201.3","190.8","29531"
"829904","occ","","IF","91573","Eubrontes giganteus","species","67402","Hettangian","Sinemurian","201.3","190.8","29531"
"829905","occ","","IF","91574","Anchisauripus exsertus","species","67396","Hettangian","Sinemurian","201.3","190.8","29531"
"829906","occ","","IF","91574","Eubrontes giganteus","species","67402","Hettangian","Sinemurian","201.3","190.8","29531"
"829907","occ","","I","91574","Anchisauripus tuberosus","species","67394","Hettangian","Sinemurian","201.3","190.8","29531"
"829908","occ","","IF","91574","Eubrontes sillimani","species","67392","Hettangian","Sinemurian","201.3","190.8","30909"
"829909","occ","","I","91574","Grallator (Eubrontes)","subgenus","66094","Hettangian","Sinemurian","201.3","190.8","29531"
"829910","occ","","IF","91574","Anomoepus gracillimus","species","67419","Hettangian","Sinemurian","201.3","190.8","29531"
"829912","occ","","IF","91574","Otozoum moodii","species","67414","Hettangian","Sinemurian","201.3","190.8","52720"
"829915","occ","","IF","91576","Eubrontes giganteus","species","67402","Hettangian","","201.3","199.3","30909"
"829916","occ","","IF","91577","Eubrontes giganteus","species","67402","Hettangian","Sinemurian","201.3","190.8","29531"
"829917","occ","","IF","91578","Eubrontes giganteus","species","67402","Hettangian","Sinemurian","201.3","190.8","51495"
"829923","occ","","IF","52993","Anticheiropus hamatus","species","141791","Hettangian","Sinemurian","201.3","190.8","30860"
"829924","occ","","I","52987","Anchisauripus tuberosus","species","67394","Hettangian","Sinemurian","201.3","190.8","30862"
"829925","occ","","IF","52987","Platypterna varica","species","141930","Hettangian","Sinemurian","201.3","190.8","30862"
"829931","occ","","IF","52987","Anomoepus scambus","species","67417","Hettangian","Sinemurian","201.3","190.8","30862"
"829933","occ","","IF","52987","Corvipes lacertoideus","species","68786","Hettangian","Sinemurian","201.3","190.8","30862"
"829934","occ","","I","52987","Grallator cuneatus","species","67370","Hettangian","Sinemurian","201.3","190.8","30862"
"829963","occ","","","91579","Osteodontornis","genus","39664","Burdigalian","","20.44","15.97","30864"
"830037","occ","","IF","52994","Anomoepus scambus","species","67417","Hettangian","Sinemurian","201.3","190.8","30862"
"830038","occ","","IF","91573","Eubrontes sillimani","species","67392","Hettangian","Sinemurian","201.3","190.8","30862"
"830039","occ","","IF","91573","Anchisauripus exsertus","species","67396","Hettangian","Sinemurian","201.3","190.8","30862"
"830042","occ","","IF","91574","Grallator (Eubrontes) divaricatus","species","67407","Hettangian","Sinemurian","201.3","190.8","30862"
"830045","occ","","IF","52993","Steropoides elegans","species","96925","Hettangian","Sinemurian","201.3","190.8","30862"
"830046","occ","","I","53024","Grallator cuneatus","species","67370","Hettangian","","201.3","199.3","30862"
"830048","occ","","IF","53024","Eubrontes (Brontozoum) approximatus","species","67405","Hettangian","","201.3","199.3","30862"
"830049","occ","","IF","53024","Anchisauripus exsertus","species","67396","Hettangian","","201.3","199.3","30862"
"830050","occ","","IF","53025","Eubrontes (Brontozoum) approximatus","species","67405","Hettangian","Sinemurian","201.3","190.8","30862"
"830051","occ","","I","53028","Grallator formosus","species","66096","Hettangian","Sinemurian","201.3","190.8","30862"
"830052","occ","","I","53028","Grallator cuneatus","species","67370","Hettangian","Sinemurian","201.3","190.8","30862"
"830053","occ","","IF","53028","Plesiornis pilulatus","species","67378","Hettangian","Sinemurian","201.3","190.8","30862"
"830054","occ","","IF","53028","Polemarchus gigas","species","155981","Hettangian","Sinemurian","201.3","190.8","30909"
"830055","occ","","I","53028","Grallator (Eubrontes)","subgenus","66094","Hettangian","Sinemurian","201.3","190.8","30862"
"830058","occ","","IF","52998","Steropoides elegans","species","96925","Hettangian","Sinemurian","201.3","190.8","30862"
"830059","occ","","I","52998","Grallator (Anchisauripus) minusculus","species","67386","Hettangian","Sinemurian","201.3","190.8","30862"
"830062","occ","","IF","52998","Anomoepus curvatus","species","225749","Hettangian","Sinemurian","201.3","190.8","30862"
"830063","occ","","IF","52998","Tarsodactylus","genus","156002","Hettangian","Sinemurian","201.3","190.8","30862"
"830064","occ","","I","52998","Grallator (Eubrontes)","subgenus","66094","Hettangian","Sinemurian","201.3","190.8","30862"
"830067","occ","","IF","52998","Steropoides uncus","species","155996","Hettangian","Sinemurian","201.3","190.8","30862"
"830070","occ","","IF","52998","Eubrontes fieldi","species","67413","Hettangian","Sinemurian","201.3","190.8","30862"
"830072","occ","","I","52998","Eubrontes cursorius","species","64080","Hettangian","Sinemurian","201.3","190.8","30862"
"830074","occ","","I","52998","Eubrontes cursorius","species","64080","Hettangian","Sinemurian","201.3","190.8","30862"
"830075","occ","","IF","52998","Platypterna","genus","93704","Hettangian","Sinemurian","201.3","190.8","30862"
"830076","occ","","IF","52998","Anchisauripus exsertus","species","67396","Hettangian","Sinemurian","201.3","190.8","30862"
"830078","occ","","IF","52996","Harpedactylus gracilior","species","155323","Hettangian","Sinemurian","201.3","190.8","30862"
"830081","occ","","I","52996","Argoides minimus","species","67382","Hettangian","Sinemurian","201.3","190.8","30862"
"830084","occ","","IF","52996","Sillimanius gracilior","species","156072","Hettangian","Sinemurian","201.3","190.8","30862"
"830088","occ","","IF","52996","Sauropus barrattii","species","67434","Hettangian","Sinemurian","201.3","190.8","30862"
"830141","occ","","IF","52985","Anchisauripus exsertus","species","67396","Hettangian","Sinemurian","201.3","190.8","30862"
"830143","occ","","IF","52985","Corvipes lacertoideus","species","68786","Hettangian","Sinemurian","201.3","190.8","30862"
"830144","occ","","IF","52985","Platypterna concamerata","species","141928","Hettangian","Sinemurian","201.3","190.8","30909"
"830145","occ","","I","52985","Anchisauripus tuberosus","species","67394","Hettangian","Sinemurian","201.3","190.8","30862"
"830149","occ","","IF","53000","Argoides macrodactylus","species","141794","Hettangian","Sinemurian","201.3","190.8","30909"
"830150","occ","","I","53000","Argoides minimus","species","67382","Hettangian","Sinemurian","201.3","190.8","30862"
"830153","occ","","I","53000","Sillimanius tetradactylus","species","80629","Hettangian","Sinemurian","201.3","190.8","30909"
"830156","occ","","I","53000","Grallator tenuis","species","67368","Hettangian","Sinemurian","201.3","190.8","30910"
"830158","occ","","IF","53000","Sillimanius gracilior","species","156072","Hettangian","Sinemurian","201.3","190.8","30862"
"830164","occ","","IF","53023","Eubrontes sillimani","species","67392","Hettangian","Sinemurian","201.3","190.8","30862"
"830170","occ","","IF","53023","Harpedactylus","genus","141796","Hettangian","Sinemurian","201.3","190.8","30862"
"830172","occ","","I","52987","Anomoepus","genus","67049","Hettangian","Sinemurian","201.3","190.8","30862"
"830173","occ","","IF","52987","Xiphopeza triplex","species","156001","Hettangian","Sinemurian","201.3","190.8","30862"
"830175","occ","","I","52987","Argoides minimus","species","67382","Hettangian","Sinemurian","201.3","190.8","30862"
